Zone-1,Zone-2,Zone-3,Zone -4,Zone-5,Zone-6,Zone-7
2.44614,3.4873,0.674992,0.697666,0.788662,0.917895,0.657529
0.744004,0.69321,0.616323,0.632617,0.716008,0.969772,0.723397
0.812371,0.583733,0.551088,0.561295,0.60409,1.027798,0.791773
1.23073,1.06915,0.567961,0.577663,0.612849,1.075041,0.810447
0.85021,0.618781,0.594346,0.604238,0.639216,1.05274,0.829298
0.839144,1.27266,0.576758,0.586431,0.621302,1.017533,0.817875
0.799081,0.5875,0.562537,0.573072,0.608337,0.979323,0.77782
0.773986,0.62147,0.562095,0.573228,0.608641,0.962525,0.753129
1.17481,0.694157,0.564649,0.575695,0.610132,0.959197,0.759555
0.843027,0.916524,0.664782,0.676238,0.706245,1.029996,0.821273
1.03748,1.98509,0.888602,0.900727,0.915338,1.204661,0.957135
1.52454,2.01273,0.964727,0.977721,0.957753,1.170427,0.915094
2.06733,2.34411,1.531973,1.553581,1.493447,1.616893,1.339157
1.47355,2.22179,1.293372,1.340153,1.281584,1.272877,0.963986
1.33678,1.36895,1.194651,1.268484,1.316116,1.265183,0.929764
0.757968,1.01636,0.962369,1.019588,1.067362,1.003128,0.737249
0.492008,0.977135,0.714123,0.755829,0.794479,0.670783,0.474594
0.374964,0.658245,0.467124,0.491133,0.519366,0.536008,0.358264
0.325435,0.397458,0.381865,0.399097,0.423318,0.482525,0.309643
0.29598,0.356275,0.343602,0.357772,0.38014,0.448902,0.280643
0.281836,0.342032,0.329544,0.343496,0.365761,0.438519,0.26689
0.299008,0.332854,0.32092,0.33422,0.356178,0.458507,0.283662
0.357106,0.368238,0.354007,0.368112,0.392007,0.536114,0.341144
3.7005,4.06661,0.514331,0.531995,0.578357,0.769804,0.529875
3.99548,5.26207,0.674992,0.697666,0.788662,0.88743,0.657529
0.744004,1.38627,0.616323,0.632617,0.716008,0.98737,0.723397
0.812371,1.00671,0.551088,0.561295,0.60409,1.054409,0.791773
0.831013,0.592543,0.567961,0.577663,0.612849,1.103647,0.810447
0.85021,0.618781,0.594346,0.604238,0.639216,1.092232,0.829298
1.24379,0.6011,0.576758,0.586431,0.621302,1.069177,0.817875
0.799081,0.648978,0.562537,0.573072,0.608337,1.025914,0.77782
3.67667,4.79981,0.562095,0.573228,0.608641,0.967929,0.753129
0.927605,2.25934,0.564649,0.575695,0.610132,1.001637,0.759555
1.13702,0.925994,0.664782,0.676238,0.706245,1.062801,0.821273
1.12372,1.86614,0.888602,0.900727,0.915338,1.240895,0.957135
1.0805,1.29588,0.964727,0.977721,0.957753,1.193553,0.915094
1.84155,2.77302,1.060306,1.081914,1.02178,1.168842,0.86749
0.896512,1.93596,1.219621,1.266402,1.207833,1.233747,0.890235
0.94302,1.52374,1.194651,1.268484,1.316116,1.281667,0.929764
0.757968,1.19497,0.962369,1.019588,1.067362,1.011923,0.737249
0.908008,0.81451,0.714123,0.755829,0.794479,0.672364,0.474594
0.374964,0.489333,0.467124,0.491133,0.519366,0.529806,0.358264
0.321746,0.39377,0.378176,0.395408,0.419629,0.467783,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.434325,0.278184
0.280607,0.734313,0.328315,0.342267,0.364532,0.421628,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.440204,0.281203
0.353418,0.364549,0.350318,0.364423,0.388318,0.519752,0.337455
0.538596,0.543279,0.504495,0.522159,0.568521,0.788284,0.520039
2.0881,2.03569,1.028665,1.051339,1.142335,1.274449,1.011202
1.95401,1.44824,0.819469,0.835763,0.919154,1.162043,0.926543
0.770568,1.09714,0.509286,0.519493,0.562288,0.985979,0.749971
1.39066,2.27903,0.520011,0.529713,0.564899,1.005936,0.762497
1.19417,0.747099,0.544552,0.554444,0.589422,0.991745,0.779504
0.793653,0.768692,0.531267,0.54094,0.575811,0.978604,0.772384
0.757893,0.801166,0.52135,0.531885,0.56715,0.943325,0.736633
0.738945,1.48873,0.527055,0.538188,0.573601,0.903148,0.718089
1.13728,0.929361,0.52715,0.538196,0.572633,0.912681,0.722056
0.847639,1.16723,0.630971,0.642427,0.672434,0.979047,0.787462
3.22665,4.68371,0.855405,0.86753,0.882141,1.122629,0.923938
1.02067,1.61349,0.933375,0.946369,0.926401,1.114207,0.883742
0.88836,2.24826,1.026835,1.048443,0.988309,1.091899,0.834019
1.96494,2.4751,1.187655,1.234436,1.175867,1.156092,0.858269
5.47863,6.37774,1.161454,1.235287,1.282919,1.176954,0.896567
0.915527,2.66646,0.93532,0.992539,1.040313,0.961251,0.7102
1.36628,1.21535,0.982161,1.023867,1.062517,0.912321,0.742632
0.368816,0.983148,0.460977,0.484986,0.513219,0.511003,0.352117
0.321746,0.39377,0.378176,0.395408,0.419629,0.463489,0.305954
0.687448,0.353816,0.341143,0.355313,0.377681,0.438898,0.278184
0.280607,0.340802,0.328315,0.342267,0.364532,0.430569,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.453661,0.281203
0.353418,0.364549,0.350318,0.364423,0.388318,0.533927,0.337455
0.538051,0.543279,0.504495,0.522159,0.568521,0.8113,0.520039
0.658047,1.16969,0.65532,0.677994,0.76899,0.921788,0.637857
0.714496,0.663702,0.586816,0.60311,0.686501,0.936603,0.69389
0.770568,0.541931,0.509286,0.519493,0.562288,0.985563,0.749971
1.30856,1.2136,0.520011,0.529713,0.564899,1.015188,0.762497
0.800416,0.709813,0.544552,0.554444,0.589422,0.99073,0.779504
0.793653,1.2621,0.531267,0.54094,0.575811,0.968535,0.772384
1.27686,1.80963,0.52135,0.531885,0.56715,0.920798,0.736633
1.18043,0.826373,0.527055,0.538188,0.573601,0.894139,0.718089
0.744842,0.90805,0.52715,0.538196,0.572633,0.898826,0.722056
3.0437,4.24714,0.630971,0.642427,0.672434,0.945703,0.787462
1.09943,1.81457,0.855405,0.86753,0.882141,1.124001,0.923938
1.98808,2.31727,1.299318,1.312312,1.292344,1.455522,1.249685
1.29751,1.42095,1.026835,1.048443,0.988309,1.081318,0.834019
0.864545,1.5025,1.187655,1.234436,1.175867,1.151716,0.858269
5.03977,5.53638,1.161454,1.235287,1.282919,1.168084,0.896567
1.08718,2.65314,0.93532,0.992539,1.040313,0.947831,0.7102
0.477254,0.738892,0.69937,0.741076,0.779726,0.62706,0.459841
0.9478,1.75648,0.574439,0.598448,0.626681,0.606337,0.465579
0.321746,0.39377,0.378176,0.395408,0.419629,0.444003,0.305954
0.876653,0.430268,0.417595,0.431765,0.454133,0.492629,0.354636
1.21706,1.12726,0.63007,0.644022,0.666287,0.700864,0.567416
0.296549,0.330395,0.318461,0.331761,0.353719,0.421644,0.281203
3.97191,4.17708,0.350318,0.364423,0.388318,0.485722,0.337455
1.46124,2.64473,0.504495,0.522159,0.568521,0.741085,0.520039
0.658047,1.45826,0.65532,0.677994,0.76899,0.872083,0.637857
1.12729,0.663702,0.586816,0.60311,0.686501,0.911927,0.69389
0.770568,0.541931,0.509286,0.519493,0.562288,0.963173,0.749971
0.783063,1.17163,0.520011,0.529713,0.564899,0.981352,0.762497
1.24747,0.732748,0.544552,0.554444,0.589422,0.961035,0.779504
0.793653,0.669488,0.531267,0.54094,0.575811,0.942369,0.772384
0.757893,1.14765,0.52135,0.531885,0.56715,0.899322,0.736633
1.40774,1.18395,0.61517,0.626303,0.661716,0.960991,0.806204
1.11917,1.64251,0.570582,0.581628,0.616065,0.916988,0.765488
1.47955,1.62117,0.630971,0.642427,0.672434,0.939933,0.787462
1.22411,1.60721,0.855405,0.86753,0.882141,1.091048,0.923938
1.13623,1.54083,0.933375,0.946369,0.926401,1.067198,0.883742
4.13674,4.90819,1.026835,1.048443,0.988309,1.043219,0.834019
2.18776,3.71896,1.187655,1.234436,1.175867,1.110892,0.858269
0.909824,1.61995,1.161454,1.235287,1.282919,1.170055,0.896567
0.73092,1.30917,0.93532,0.992539,1.040313,0.915712,0.7102
0.477254,0.915368,0.69937,0.741076,0.779726,0.594481,0.459841
0.368816,0.498218,0.460977,0.484986,0.513219,0.468188,0.352117
0.321746,0.39377,0.378176,0.395408,0.419629,0.416118,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.384413,0.278184
0.280607,0.734359,0.328315,0.342267,0.364532,0.37418,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.398172,0.281203
0.747325,0.364549,0.350318,0.364423,0.388318,0.485549,0.337455
0.977243,1.49345,0.504495,0.522159,0.568521,0.74762,0.520039
0.658047,0.742141,0.65532,0.677994,0.76899,0.86199,0.637857
1.51904,1.45598,0.586816,0.60311,0.686501,0.877507,0.69389
1.33787,2.19681,0.509286,0.519493,0.562288,0.919788,0.749971
1.92561,1.27634,0.634247,0.643949,0.679135,1.04256,0.876733
0.820077,0.588648,0.564213,0.574105,0.609083,0.950419,0.799165
0.793653,0.570924,0.531267,0.54094,0.575811,0.913844,0.772384
1.25511,1.84646,0.52135,0.531885,0.56715,0.867249,0.736633
0.738945,0.735806,0.527055,0.538188,0.573601,0.847448,0.718089
0.7526,0.792639,0.52715,0.538196,0.572633,0.85049,0.722056
0.831695,1.02244,0.630971,0.642427,0.672434,0.918209,0.787462
1.02998,1.39445,0.855405,0.86753,0.882141,1.064822,0.923938
0.95266,1.40856,0.933375,0.946369,0.926401,1.047889,0.883742
1.67683,2.50698,1.026835,1.048443,0.988309,1.036694,0.834019
0.864545,1.28369,1.187655,1.234436,1.175867,1.102664,0.858269
0.909824,1.2311,1.161454,1.235287,1.282919,1.155462,0.896567
0.73092,0.98855,0.93532,0.992539,1.040313,0.90107,0.7102
0.477254,0.738009,0.69937,0.741076,0.779726,0.58459,0.459841
0.368816,0.482965,0.460977,0.484986,0.513219,0.451434,0.352117
0.321746,0.39377,0.378176,0.395408,0.419629,0.402426,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.374428,0.278184
0.674476,0.734477,0.328315,0.342267,0.364532,0.367509,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.386811,0.281203
0.353418,0.364549,0.350318,0.364423,0.388318,0.462917,0.337455
0.538051,0.543279,0.504495,0.522159,0.568521,0.695726,0.520039
3.38836,3.63083,0.65532,0.677994,0.76899,0.808166,0.637857
0.963533,1.78754,0.586816,0.60311,0.686501,0.862204,0.69389
0.770568,0.541931,0.509286,0.519493,0.562288,0.913577,0.749971
0.783063,0.544593,0.520011,0.529713,0.564899,0.917311,0.762497
0.800416,0.568987,0.544552,0.554444,0.589422,0.922609,0.779504
1.32109,1.56654,0.531267,0.54094,0.575811,0.906353,0.772384
0.757893,0.546312,0.52135,0.531885,0.56715,0.8639,0.736633
0.738945,0.946063,0.527055,0.538188,0.573601,0.841058,0.718089
0.757433,0.551517,0.52715,0.538196,0.572633,0.846889,0.722056
0.894597,0.651549,0.630971,0.642427,0.672434,0.916193,0.787462
1.4982,0.863439,0.855405,0.86753,0.882141,1.064524,0.923938
1.04884,1.58602,0.933375,0.946369,0.926401,1.047889,0.883742
1.28248,0.986473,1.026835,1.048443,0.988309,1.03464,0.834019
0.864545,1.16938,1.187655,1.234436,1.175867,1.09697,0.858269
1.00242,1.74423,1.235529,1.309362,1.356994,1.225087,0.970642
1.60234,1.71685,1.204712,1.261931,1.309705,1.157314,0.979592
0.477254,0.738009,0.69937,0.741076,0.779726,0.572793,0.459841
0.368816,0.482965,0.460977,0.484986,0.513219,0.447096,0.352117
0.719291,0.397458,0.381865,0.399097,0.423318,0.39756,0.309643
0.29598,0.356275,0.343602,0.357772,0.38014,0.371838,0.280643
0.281836,0.342032,0.329544,0.343496,0.365761,0.363322,0.26689
0.299008,0.332854,0.32092,0.33422,0.356178,0.387117,0.283662
0.357106,0.982635,0.354007,0.368112,0.392007,0.469838,0.341144
0.547887,0.553115,0.514331,0.531995,0.578357,0.731778,0.529875
2.83504,1.96037,1.288174,1.310848,1.401844,1.466928,1.270711
1.01545,1.1413,0.694072,0.710366,0.793757,0.974972,0.801146
0.812371,0.583733,0.551088,0.561295,0.60409,0.955483,0.791773
0.831013,0.950145,0.567961,0.577663,0.612849,0.960163,0.810447
1.244,0.754574,0.594346,0.604238,0.639216,0.967287,0.829298
0.839144,0.601003,0.576758,0.586431,0.621302,0.945142,0.817875
0.799081,1.02159,0.562537,0.573072,0.608337,0.901468,0.77782
0.773986,0.58743,0.562095,0.573228,0.608641,0.876045,0.753129
0.781082,0.589016,0.564649,0.575695,0.610132,0.884388,0.759555
1.28241,0.68536,0.664782,0.676238,0.706245,0.950004,0.821273
1.53118,2.3806,0.888602,0.900727,0.915338,1.097721,0.957135
2.49663,2.68065,0.964727,0.977721,0.957753,1.079241,0.915094
3.32281,4.61732,1.058187,1.079795,1.019661,1.065992,0.865371
0.896512,1.20134,1.219621,1.266402,1.207833,1.127361,0.890235
0.94302,1.2635,1.194651,1.268484,1.316116,1.176476,0.929764
0.757968,1.0156,0.962369,1.019588,1.067362,0.904915,0.737249
2.75489,3.11338,0.714123,0.755829,0.794479,0.563621,0.474594
1.65921,3.08038,0.467124,0.491133,0.519366,0.416795,0.358264
0.325435,0.832139,0.381865,0.399097,0.423318,0.376475,0.309643
0.29598,0.356275,0.343602,0.357772,0.38014,0.35101,0.280643
0.281836,0.342032,0.329544,0.343496,0.365761,0.351035,0.26689
0.692855,0.332854,0.32092,0.33422,0.356178,0.369379,0.283662
0.357106,0.368238,0.354007,0.368112,0.392007,0.454385,0.341144
2.52497,2.01734,0.514331,0.531995,0.578357,0.698228,0.529875
5.22677,5.26207,0.674992,0.697666,0.788662,0.800697,0.657529
1.4147,2.94462,0.674795,0.691089,0.77448,0.940308,0.781869
1.37534,0.681602,0.62654,0.636747,0.679542,1.01923,0.867225
0.876258,1.13591,0.60838,0.618082,0.653268,0.992377,0.850866
3.42109,2.61641,0.594346,0.604238,0.639216,0.958215,0.829298
2.66154,3.44602,0.576758,0.586431,0.621302,0.942365,0.817875
0.799081,0.5875,0.562537,0.573072,0.608337,0.901468,0.77782
1.25049,0.639416,0.614081,0.625214,0.660627,0.928031,0.805115
0.781082,1.04208,0.564649,0.575695,0.610132,0.884388,0.759555
0.843027,1.15775,0.664782,0.676238,0.706245,0.950004,0.821273
0.978484,1.02624,0.888602,0.900727,0.915338,1.097721,0.957135
4.7983,5.10643,0.964727,0.977721,0.957753,1.079241,0.915094
0.940889,2.3324,1.058187,1.079795,1.019661,1.065992,0.865371
0.896512,1.20134,1.219621,1.266402,1.207833,1.127361,0.890235
0.94302,1.2635,1.194651,1.268484,1.316116,1.176476,0.929764
1.21672,1.62182,0.962369,1.019588,1.067362,0.904915,0.737249
0.492008,1.14635,0.714123,0.755829,0.794479,0.562084,0.474594
0.374964,0.489112,0.467124,0.491133,0.519366,0.416058,0.358264
0.321746,0.39377,0.378176,0.395408,0.419629,0.351006,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.321838,0.278184
0.280607,0.340802,0.328315,0.342267,0.364532,0.314282,0.265661
0.744695,0.330395,0.318461,0.331761,0.353719,0.336302,0.281203
0.353418,0.758318,0.350318,0.364423,0.388318,0.420288,0.337455
0.538051,1.08657,0.504495,0.522159,0.568521,0.662586,0.520039
1.0611,0.742141,0.65532,0.677994,0.76899,0.786017,0.637857
1.91487,1.7943,0.885838,0.902132,0.985523,1.130903,0.992912
1.60394,0.793551,0.509286,0.519493,0.562288,0.882745,0.749971
1.33141,1.32926,0.553128,0.56283,0.598016,0.925525,0.795614
0.829269,0.997831,0.573405,0.583297,0.618275,0.935006,0.808357
1.62881,0.626878,0.602633,0.612306,0.647177,0.96824,0.84375
0.757893,0.546312,0.52135,0.531885,0.56715,0.860281,0.736633
0.738945,0.552389,0.527055,0.538188,0.573601,0.841005,0.718089
0.743583,0.969323,0.52715,0.538196,0.572633,0.846889,0.722056
1.61831,1.58967,0.630971,0.642427,0.672434,0.916193,0.787462
0.945288,0.924018,0.855405,0.86753,0.882141,1.064524,0.923938
1.29451,1.73298,0.933375,0.946369,0.926401,1.047889,0.883742
0.843721,0.986473,1.026835,1.048443,0.988309,1.03464,0.834019
0.864545,1.67211,1.187655,1.234436,1.175867,1.095395,0.858269
0.909824,1.2303,1.161454,1.235287,1.282919,1.143279,0.896567
0.73092,0.98855,0.93532,0.992539,1.040313,0.877866,0.7102
0.871047,0.738009,0.69937,0.741076,0.779726,0.547331,0.459841
0.368816,0.482965,0.460977,0.484986,0.513219,0.409911,0.352117
0.321746,0.39377,0.378176,0.395408,0.419629,0.3509,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.317599,0.278184
0.280607,0.340802,0.328315,0.342267,0.364532,0.313441,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.340964,0.281203
1.28604,1.14051,0.661097,0.675202,0.699097,0.734357,0.648234
2.43815,1.81164,0.996003,1.013667,1.060029,1.160361,1.011547
0.658047,1.14002,0.65532,0.677994,0.76899,0.804972,0.637857
0.714496,0.663702,0.586816,0.60311,0.686501,0.860622,0.69389
0.770568,0.541931,0.509286,0.519493,0.562288,0.917706,0.749971
1.48115,1.07587,0.589845,0.599547,0.634733,1.007334,0.832331
2.55902,1.53604,1.060932,1.070824,1.105802,1.438372,1.295884
1.68667,1.57451,0.659425,0.669098,0.703969,1.033917,0.900542
2.81729,3.80528,0.52135,0.531885,0.56715,0.8616,0.736633
0.738945,0.694639,0.527055,0.538188,0.573601,0.844389,0.718089
0.743583,0.803488,0.52715,0.538196,0.572633,0.851467,0.722056
1.25468,0.740053,0.630971,0.642427,0.672434,0.918065,0.787462
0.985801,1.33945,0.855405,0.86753,0.882141,1.072755,0.923938
1.04387,1.36207,0.933375,0.946369,0.926401,1.050477,0.883742
0.851843,1.17739,1.026835,1.048443,0.988309,1.039258,0.834019
0.864545,1.7473,1.187655,1.234436,1.175867,1.103609,0.858269
1.39029,1.80994,1.161454,1.235287,1.282919,1.160463,0.896567
0.73092,0.98855,0.93532,0.992539,1.040313,0.910127,0.7102
1.52668,1.34298,0.832603,0.874309,0.912959,0.721856,0.593074
0.368816,0.482965,0.460977,0.484986,0.513219,0.464565,0.352117
0.321746,0.39377,0.378176,0.395408,0.419629,0.410038,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.384907,0.278184
0.280607,0.340802,0.328315,0.342267,0.364532,0.396029,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.411896,0.281203
0.353418,0.364549,0.350318,0.364423,0.388318,0.501083,0.337455
2.45346,2.97693,0.504495,0.522159,0.568521,0.750526,0.520039
1.69906,1.42405,0.65532,0.677994,0.76899,0.883626,0.637857
2.19589,3.20123,0.586816,0.60311,0.686501,0.911155,0.69389
2.12045,2.37349,0.509286,0.519493,0.562288,0.961723,0.749971
0.783063,0.544593,0.520011,0.529713,0.564899,1.00567,0.762497
0.800416,0.568987,0.544552,0.554444,0.589422,0.980957,0.779504
1.63087,1.08926,0.640346,0.650019,0.68489,1.078193,0.881463
1.34207,0.629603,0.60464,0.615175,0.65044,1.002054,0.819923
1.39221,2.20542,0.579602,0.590735,0.626148,0.950228,0.770636
1.35498,0.704373,0.574208,0.585254,0.619691,0.950066,0.769114
0.809216,0.86557,0.630971,0.642427,0.672434,0.970235,0.787462
1.99132,3.20529,0.855405,0.86753,0.882141,1.12523,0.923938
0.900879,1.30053,0.933375,0.946369,0.926401,1.101531,0.883742
0.843721,1.27397,1.026835,1.048443,0.988309,1.082678,0.834019
0.864545,1.87409,1.187655,1.234436,1.175867,1.142112,0.858269
1.3037,1.41069,1.161454,1.235287,1.282919,1.197253,0.896567
0.73092,1.56704,0.93532,0.992539,1.040313,0.935476,0.7102
0.477254,0.738009,0.69937,0.741076,0.779726,0.612066,0.459841
1.08521,0.547947,0.525959,0.549968,0.578201,0.545472,0.417099
0.321746,0.787406,0.378176,0.395408,0.419629,0.427376,0.305954
3.21373,3.39692,0.341143,0.355313,0.377681,0.382256,0.278184
0.329514,1.34931,0.328315,0.342267,0.364532,0.375859,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.402866,0.281203
0.353418,0.364549,0.350318,0.364423,0.388318,0.48113,0.337455
0.544869,0.543279,0.504495,0.522159,0.568521,0.742471,0.520039
1.42871,2.6558,0.65532,0.677994,0.76899,0.855138,0.637857
1.10848,0.934891,0.586816,0.60311,0.686501,0.904021,0.69389
0.770568,0.541931,0.509286,0.519493,0.562288,0.955528,0.749971
0.783063,0.544593,0.520011,0.529713,0.564899,0.984977,0.762497
0.800416,0.568987,0.544552,0.554444,0.589422,0.985667,0.779504
1.58779,1.63736,0.622115,0.631788,0.666659,1.040517,0.863232
1.48894,0.659765,0.596214,0.606749,0.642014,0.991902,0.811497
0.738945,0.659218,0.527055,0.538188,0.573601,0.893523,0.718089
0.743583,1.22772,0.52715,0.538196,0.572633,0.887026,0.722056
0.809216,0.972592,0.630971,0.642427,0.672434,0.958833,0.787462
0.945288,1.53338,0.855405,0.86753,0.882141,1.119484,0.923938
2.09518,2.16943,1.188503,1.201497,1.181529,1.337418,1.13887
0.843721,1.36326,1.026835,1.048443,0.988309,1.075119,0.834019
0.864545,1.93766,1.187655,1.234436,1.175867,1.141263,0.858269
0.909824,1.46813,1.161454,1.235287,1.282919,1.196084,0.896567
0.73092,1.03603,0.93532,0.992539,1.040313,0.939696,0.7102
0.477254,0.738009,0.69937,0.741076,0.779726,0.620246,0.459841
0.762876,0.482965,0.460977,0.484986,0.513219,0.489213,0.352117
0.322082,0.787938,0.378176,0.395408,0.419629,0.446368,0.305954
0.299145,0.353816,0.341143,0.355313,0.377681,0.416454,0.278184
0.289255,0.340802,0.328315,0.342267,0.364532,0.409575,0.265661
0.308195,0.330395,0.318461,0.331761,0.353719,0.432605,0.281203
0.366878,0.364549,0.350318,0.364423,0.388318,0.513315,0.337455
0.570496,0.543279,0.504495,0.522159,0.568521,0.796009,0.520039
0.676161,0.742141,0.65532,0.677994,0.76899,0.875595,0.637857
1.40186,1.21704,0.636938,0.653232,0.736623,0.957882,0.744012
0.896875,0.610462,0.577817,0.588024,0.630819,1.021478,0.818502
1.14848,0.544593,0.520011,0.529713,0.564899,0.973882,0.762497
0.800455,0.568987,0.544552,0.554444,0.589422,0.974566,0.779504
0.793653,0.565241,0.531267,0.54094,0.575811,0.960164,0.772384
0.757893,1.16654,0.52135,0.531885,0.56715,0.906134,0.736633
2.82997,3.42318,0.527055,0.538188,0.573601,0.880264,0.718089
0.743583,0.758167,0.52715,0.538196,0.572633,0.889998,0.722056
0.809216,1.03347,0.630971,0.642427,0.672434,0.95325,0.787462
0.945288,1.59771,0.855405,0.86753,0.882141,1.115627,0.923938
0.900879,1.96676,0.933375,0.946369,0.926401,1.085029,0.883742
0.843721,1.42553,1.026835,1.048443,0.988309,1.069028,0.834019
0.864545,1.55548,1.187655,1.234436,1.175867,1.131029,0.858269
1.3038,1.57508,1.161454,1.235287,1.282919,1.179211,0.896567
0.73092,1.27521,0.93532,0.992539,1.040313,0.917256,0.7102
0.477254,0.909409,0.69937,0.741076,0.779726,0.594844,0.459841
0.372135,0.494712,0.460977,0.484986,0.513219,0.465676,0.352117
0.332387,0.397458,0.381865,0.399097,0.423318,0.412888,0.309643
0.306446,0.356275,0.343602,0.357772,0.38014,0.380217,0.280643
0.29397,0.735682,0.329544,0.343496,0.365761,0.367159,0.26689
0.313361,0.332854,0.32092,0.33422,0.356178,0.386093,0.283662
0.372259,0.368238,0.354007,0.368112,0.392007,0.464725,0.341144
0.972871,0.553115,0.514331,0.531995,0.578357,0.718276,0.529875
0.695995,0.761813,0.674992,0.697666,0.788662,0.85038,0.657529
0.753448,0.69321,0.616323,0.632617,0.716008,0.91538,0.723397
0.812862,0.583733,0.551088,0.561295,0.60409,0.971851,0.791773
1.55086,1.30262,0.693866,0.703568,0.738754,1.115228,0.936352
0.85021,0.622319,0.594346,0.604238,0.639216,0.989913,0.829298
1.32342,1.18051,0.576758,0.586431,0.621302,0.964269,0.817875
1.73095,1.52131,0.90152,0.912055,0.94732,1.255025,1.116803
0.773986,0.761758,0.562095,0.573228,0.608641,0.889114,0.753129
1.23412,1.36555,0.564649,0.575695,0.610132,0.89716,0.759555
1.38727,2.15425,0.664782,0.676238,0.706245,0.959221,0.821273
0.978484,2.01758,0.888602,0.900727,0.915338,1.11466,0.957135
1.53861,2.31443,0.964727,0.977721,0.957753,1.09204,0.915094
0.875073,1.45193,1.058187,1.079795,1.019661,1.090789,0.865371
0.896512,1.58685,1.219621,1.266402,1.207833,1.152863,0.890235
1.35721,2.26425,1.194651,1.268484,1.316116,1.2052,0.929764
2.21,3.3447,0.962369,1.019588,1.067362,0.927757,0.737249
0.492008,0.829358,0.714123,0.755829,0.794479,0.603262,0.474594
0.5299,0.997239,0.467124,0.491133,0.519366,0.466012,0.358264
0.631271,0.751607,0.381865,0.399097,0.423318,0.407581,0.309643
0.29598,0.356275,0.343602,0.357772,0.38014,0.379917,0.280643
0.281836,0.342032,0.329544,0.343496,0.365761,0.368449,0.26689
0.299607,0.332854,0.32092,0.33422,0.356178,0.388061,0.283662
0.361069,0.368238,0.354007,0.368112,0.392007,0.468294,0.341144
0.562884,0.553115,0.514331,0.531995,0.578357,0.727156,0.529875
2.32259,3.04578,0.674992,0.697666,0.788662,0.843221,0.657529
0.744004,0.69321,0.616323,0.632617,0.716008,0.916589,0.723397
0.812371,0.583733,0.551088,0.561295,0.60409,0.982459,0.791773
1.53012,1.89634,0.636697,0.646399,0.681585,1.079159,0.879183
0.85021,0.685833,0.594346,0.604238,0.639216,1.016739,0.829298
1.23297,0.707146,0.576758,0.586431,0.621302,0.985249,0.817875
0.799081,0.742703,0.562537,0.573072,0.608337,0.947122,0.77782
1.2498,1.87587,0.562095,0.573228,0.608641,0.915311,0.753129
0.781082,0.893338,0.564649,0.575695,0.610132,0.925022,0.759555
0.843027,1.64104,0.664782,0.676238,0.706245,0.98827,0.821273
1.43728,1.60516,0.888602,0.900727,0.915338,1.150539,0.957135
0.933245,2.28874,0.964727,0.977721,0.957753,1.119535,0.915094
1.37566,2.15047,1.058187,1.079795,1.019661,1.102596,0.865371
1.00249,2.3269,1.219621,1.266402,1.207833,1.165179,0.890235
1.2541,1.63884,1.194651,1.268484,1.316116,1.214683,0.929764
0.757968,1.27386,0.962369,1.019588,1.067362,0.947867,0.737249
0.492008,0.868806,0.714123,0.755829,0.794479,0.611599,0.474594
0.374964,0.49261,0.467124,0.491133,0.519366,0.470635,0.358264
0.321746,0.39377,0.378176,0.395408,0.419629,0.409019,0.305954
0.293521,0.353816,0.341143,0.355313,0.377681,0.377389,0.278184
0.280607,0.340802,0.328315,0.342267,0.364532,0.367682,0.265661
0.296549,0.330395,0.318461,0.331761,0.353719,0.387166,0.281203
0.747427,0.792292,0.350318,0.364423,0.388318,0.464592,0.337455
0.538051,0.543279,0.504495,0.522159,0.568521,0.713301,0.520039
0.658047,1.38688,0.65532,0.677994,0.76899,0.834177,0.637857
1.10849,0.760336,0.586816,0.60311,0.686501,0.883789,0.69389
0.770568,0.541931,0.509286,0.519493,0.562288,0.939653,0.749971
0.783063,0.587,0.520011,0.529713,0.564899,0.966647,0.762497
0.800416,0.675027,0.544552,0.554444,0.589422,0.964366,0.779504
1.90049,2.24787,0.531267,0.54094,0.575811,0.940111,0.772384
0.757893,0.715986,0.52135,0.531885,0.56715,0.903983,0.736633
0.738945,0.771956,0.527055,0.538188,0.573601,0.888988,0.718089
0.743583,0.855771,0.52715,0.538196,0.572633,0.884541,0.722056
0.809216,1.1229,0.630971,0.642427,0.672434,0.956987,0.787462
0.945288,2.04096,0.855405,0.86753,0.882141,1.115766,0.923938
1.36546,2.12586,0.933375,0.946369,0.926401,1.082862,0.883742
0.843721,1.49249,1.026835,1.048443,0.988309,1.067308,0.834019
1.26203,2.13193,1.187655,1.234436,1.175867,1.127672,0.858269
