Fast Charger (100 kW)
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
25
0
16.6667
8.33333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.3333
0
0
0
33.3333
0
33.3333
0
20
13.3333
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
25
0
16.6667
8.33333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.3333
0
0
0
33.3333
0
33.3333
0
20
13.3333
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
25
0
16.6667
8.33333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.3333
0
0
0
33.3333
0
33.3333
0
20
13.3333
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
25
0
16.6667
8.33333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.3333
0
0
0
33.3333
0
33.3333
0
20
13.3333
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
25
0
16.6667
8.33333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.3333
0
0
0
33.3333
0
33.3333
0
20
13.3333
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
0
25
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
25
0
0
0
1.66667
23.3333
