Zone-1,Zone-2,Zone-3,Zone-4,Zone-5,Zone-6,Zone-7
29.906318,34.981312,13.917693,14.559473,15.325877,21.043477,18.137466
24.169237,36.839147,16.69118,17.75674,17.380843,22.317824,19.120698
37.048413,48.119514,22.593874,24.354814,22.304681,25.926877,21.913622
34.751828,56.968228,27.449244,29.716744,28.291386,28.488771,23.395423
37.784916,50.000885,29.878049,31.967309,32.560085,29.099871,23.764925
42.716019,60.102487,28.647771,30.310811,31.996361,27.413019,22.331379
32.859151,34.581783,25.459839,27.017799,27.989246,24.104517,19.607564
29.604168,36.327762,20.503011,21.716911,22.781328,21.057178,16.982113
18.120812,18.190979,15.853711,16.746751,18.04975,14.34672,12.571457
18.427988,16.100551,10.780054,11.307374,12.549658,11.581185,10.515496
10.933461,12.334459,8.714621,9.102861,9.940705,9.771889,8.878346
11.347396,12.411163,7.913526,8.240526,8.819445,8.411494,7.47683
9.170501,12.728308,7.718616,8.040096,8.622395,7.529331,6.627144
8.893014,23.674159,7.505198,7.810078,8.32852,7.440809,6.531155
14.26288,37.061791,8.559949,8.900529,9.482337,8.860763,7.449403
45.417361,68.027246,11.885527,12.519807,13.554944,12.970427,10.552669
44.209099,77.235853,15.037126,16.212106,18.186431,15.205047,12.165226
75.672175,88.504095,13.463301,14.489201,16.190507,16.353614,13.117081
55.782938,65.847552,11.01696,11.51926,12.054064,17.451838,14.26534
65.687669,51.128038,11.328548,11.745968,12.209047,18.286108,15.160567
43.083948,40.032809,11.673996,12.093296,12.65596,19.066035,16.108081
35.342805,25.435796,11.435682,11.849922,12.497305,19.649894,16.73386
29.42385,29.599028,11.779668,12.221588,13.198986,19.807175,16.949697
24.412718,17.164737,13.332254,13.825134,15.085525,19.660952,16.91184
24.152292,25.219164,14.435682,15.077462,16.207572,20.203125,17.282979
24.841341,27.682613,18.1473,19.21286,17.182146,22.55251,19.367062
28.373306,42.647976,23.730137,25.491077,22.625664,26.703019,21.925135
33.893071,47.122103,28.076219,30.343719,30.220609,29.04487,24.344176
39.216328,56.693271,29.941821,32.031081,32.873957,30.255247,25.534448
37.53376,53.721165,28.175025,29.838065,31.530379,28.577893,23.21763
35.563569,51.277388,25.04427,26.60223,27.852352,24.090856,19.623593
43.822852,46.397316,20.07392,21.28782,22.366992,20.682994,16.660589
24.276027,39.542159,15.569705,16.462745,17.703035,13.990573,12.147281
31.631553,30.310752,10.654648,11.181968,12.289007,11.147178,10.043372
20.455171,17.267188,8.670362,9.058602,9.822681,9.459601,8.527946
19.486259,8.198978,7.913526,8.240526,8.819445,8.229533,7.307165
8.981768,9.377963,7.718616,8.040096,8.622395,7.470319,6.582885
8.892716,8.595974,7.505198,7.810078,8.32852,7.440809,6.531155
9.883132,20.778556,8.559949,8.900529,9.482337,8.860763,7.449403
15.56735,19.812086,11.885527,12.519807,13.554944,12.970427,10.552669
26.498489,39.716033,15.037126,16.212106,18.186431,15.205047,12.165226
21.809573,28.532575,13.463301,14.489201,16.190507,16.353614,13.117081
28.875604,29.526202,11.01696,11.51926,12.054064,17.451838,14.26534
28.245479,22.748798,11.328548,11.745968,12.209047,18.286108,15.160567
25.039877,16.98937,11.673996,12.093296,12.65596,19.066035,16.108081
22.702317,21.042088,11.435682,11.849922,12.497305,19.649894,16.73386
20.910752,15.58269,11.779668,12.221588,13.198986,19.807175,16.949697
20.509765,17.115202,12.319306,12.812186,13.81934,19.660952,16.91184
21.93871,21.220859,13.192299,13.834079,14.590034,20.203125,17.282979
20.105238,23.027084,16.359651,17.425211,17.133179,21.539562,18.354114
24.437157,33.675765,22.561519,24.322459,22.434587,25.206399,21.188226
30.347013,37.881938,29.101579,31.369079,29.76705,28.149251,23.0516
31.193164,45.902914,31.204145,33.293405,33.574152,29.150768,23.553155
37.218813,44.204918,31.030123,32.693163,32.358429,28.80459,23.704947
34.269038,35.964655,26.231829,27.789789,29.260781,25.581127,20.399208
30.144131,25.263513,21.128957,22.342857,25.180424,22.306665,19.29653
21.288077,16.507549,15.569705,16.462745,17.703035,15.925664,14.389877
17.85522,11.180432,10.654648,11.181968,12.289007,12.553894,11.098409
11.580007,10.235161,8.670362,9.058602,9.822681,9.459601,8.527946
9.369199,8.98626,7.913526,8.240526,8.819445,8.229533,7.307165
8.629325,11.931976,7.718616,8.040096,8.622395,7.470319,6.582885
8.528819,9.642581,7.505198,7.810078,8.32852,7.440809,6.531155
12.093049,14.736644,8.559949,8.900529,9.482337,8.860763,7.449403
13.665858,16.372343,11.885527,12.519807,13.554944,12.970427,10.552669
17.062692,25.781055,15.037126,16.212106,18.186431,15.205047,12.165226
19.505553,23.687045,13.463301,14.489201,16.190507,16.353614,13.117081
21.261767,24.139181,11.01696,11.51926,12.054064,17.451838,14.26534
20.799468,23.428928,11.328548,11.745968,12.209047,18.286108,15.160567
24.066733,22.165037,11.673996,12.093296,12.65596,19.066035,16.108081
22.926222,19.995084,11.435682,11.849922,12.497305,19.649894,16.73386
22.408828,16.186108,11.779668,12.221588,13.198986,19.807175,16.949697
20.510343,16.065058,12.319306,12.812186,13.81934,19.660952,16.91184
19.957333,13.223677,13.192299,13.834079,14.590034,20.203125,17.282979
19.403369,17.840229,16.011887,17.077447,16.698474,21.539562,18.354114
20.835074,31.688882,21.928108,23.689048,21.621088,25.206399,21.188226
24.640065,37.073167,26.806835,29.074335,27.636067,27.801487,22.703836
35.060841,52.878522,29.236256,31.325516,31.906613,28.430416,23.093626
29.851508,43.241754,28.028106,29.691146,31.38346,26.764463,21.683438
34.588442,42.392471,24.897351,26.455311,27.460568,23.460265,18.967001
24.268081,24.199326,20.07392,21.28782,22.366992,20.438129,16.366751
21.298453,18.860673,15.569705,16.462745,17.703035,13.794681,12.000362
12.222347,13.97697,10.654648,11.181968,12.289007,11.147178,10.043372
12.526377,11.776232,8.670362,9.058602,9.822681,9.459601,8.527946
10.241963,9.396472,7.913526,8.240526,8.819445,8.229533,7.307165
9.481584,9.889816,7.718616,8.040096,8.622395,7.470319,6.582885
8.121493,7.652916,7.505198,7.810078,8.32852,7.440809,6.531155
9.093642,10.095387,8.559949,8.900529,9.482337,8.860763,7.449403
12.328054,15.825245,11.885527,12.519807,13.554944,12.970427,10.552669
16.386605,21.698894,15.037126,16.212106,18.186431,15.205047,12.165226
15.720779,21.971279,13.463301,14.489201,16.190507,16.353614,13.117081
20.679559,18.295462,11.01696,11.51926,12.054064,17.451838,14.26534
18.609816,17.010148,11.328548,11.745968,12.209047,18.286108,15.160567
20.960323,17.824228,11.673996,12.093296,12.65596,19.066035,16.108081
19.0147,14.739832,11.435682,11.849922,12.497305,19.649894,16.73386
21.646505,20.463212,11.779668,12.221588,13.198986,19.807175,16.949697
18.567796,25.28609,12.571474,13.064354,14.13455,19.660952,16.91184
23.323853,31.103713,13.381425,14.023205,14.842202,20.203125,17.282979
28.896574,48.632155,16.453181,17.518741,16.698474,21.79173,18.606282
36.91293,47.53216,22.117234,23.878174,21.810214,25.458567,21.251268
34.800532,68.552485,26.995961,29.263461,28.140403,27.990613,23.082088
40.472461,48.54311,29.236256,31.325516,31.906613,28.745626,23.471878
46.876843,62.791206,28.028106,29.691146,31.38346,27.016631,21.872564
33.745575,37.455389,24.897351,26.455311,27.460568,23.460265,18.967001
32.104626,39.577996,20.07392,21.28782,22.366992,20.438129,16.366751
21.037148,16.507549,15.569705,16.462745,17.703035,13.794681,12.000362
17.872897,11.180432,10.654648,11.181968,12.289007,11.147178,10.043372
9.785483,9.054238,8.670362,9.058602,9.822681,9.459601,8.527946
8.756057,8.198978,7.913526,8.240526,8.819445,8.229533,7.307165
8.001483,7.963376,7.718616,8.040096,8.622395,7.470319,6.582885
7.874526,8.924025,7.505198,7.810078,8.32852,7.440809,6.531155
8.854238,19.195949,8.559949,8.900529,9.482337,8.860763,7.449403
14.490264,31.34648,11.885527,12.519807,13.554944,12.970427,10.552669
36.357183,49.838085,15.070522,16.245502,18.228176,15.205047,12.165226
33.344897,50.753407,13.488348,14.514248,16.223903,16.353614,13.117081
44.370139,46.763682,11.506407,12.008707,12.592819,17.485234,14.298736
38.366553,34.107988,11.676848,12.094268,12.665098,18.319504,15.168916
41.660172,24.991167,12.4533,12.8726,12.722752,19.522086,16.589179
25.780768,18.807968,11.758935,12.173175,12.820558,20.122643,16.891705
25.873478,18.49472,12.102921,12.544841,14.060994,20.163824,17.62125
20.92952,15.573698,12.319306,12.812186,13.81934,20.199707,17.558346
23.956158,16.612357,13.192299,13.834079,14.590034,20.634129,17.606232
19.19951,19.67583,16.011887,17.077447,16.698474,21.539562,18.354114
25.380661,30.286426,21.928108,23.689048,21.621088,25.206399,21.188226
23.805175,36.597216,26.806835,29.074335,27.636067,27.801487,22.703836
26.740354,39.134133,29.236256,31.325516,31.906613,28.430416,23.093626
28.794959,40.839673,28.028106,29.691146,31.38346,26.764463,21.683438
24.739126,30.489297,24.897351,26.455311,27.460568,23.460265,18.967001
21.398575,30.605065,20.098508,21.312408,22.397727,20.438129,16.366751
17.377624,18.502028,15.602902,16.495942,17.746068,13.794681,12.000362
13.777959,15.976843,10.71858,11.2459,12.316058,11.171766,10.06796
11.888955,11.126686,8.726923,9.115163,9.857108,9.498945,8.548849
9.664843,11.681925,7.973773,8.300773,8.896903,8.272566,7.357572
8.884862,12.617349,7.767799,8.089279,8.68756,7.526877,6.64928
10.410225,12.030275,7.583886,7.888766,8.415814,7.505975,6.59755
9.481879,15.874901,8.705028,9.045608,9.637258,8.916092,7.499815
14.564407,16.737106,12.149868,12.784148,13.811908,13.047886,10.625212
14.854082,31.286028,15.471138,16.646118,18.57249,15.351358,12.294322
18.512038,37.061435,14.07559,15.10149,16.735173,16.608118,13.343306
28.817614,47.999297,12.128431,12.630731,13.151089,17.86003,14.650172
41.398539,58.916043,13.754994,14.172414,14.949565,18.871348,15.718758
37.680864,50.6911,14.142009,14.561309,14.821437,20.136932,17.170373
51.275951,43.868868,14.831071,15.245311,13.616453,22.129519,18.974035
36.963471,18.719821,13.829642,14.271562,15.692516,22.255748,18.689061
35.231834,19.328649,14.046846,14.539726,17.224488,21.92794,20.250133
22.804719,17.140832,13.917693,14.559473,15.325877,22.995891,20.332635
24.591812,22.855631,16.69118,17.75674,17.380843,23.617128,20.095176
23.756664,29.034218,22.593874,24.354814,22.304681,25.926877,21.913622
23.162221,33.270746,27.449244,29.716744,28.291386,28.488771,23.395423
26.255244,35.607298,29.878049,31.967309,32.560085,29.099871,23.764925
27.44011,32.036915,28.647771,30.310811,31.996361,27.413019,22.331379
24.636147,30.703055,25.459839,27.017799,27.989246,24.104517,19.607564
19.900591,23.612899,20.527599,21.741499,22.812063,21.057178,16.982113
14.414954,20.42773,15.886908,16.779948,18.092783,14.34672,12.571457
12.284295,12.911796,10.843986,11.371306,12.576709,11.605773,10.540084
9.673696,11.717726,8.771182,9.159422,9.975132,9.811233,8.899249
10.992361,8.259225,7.973773,8.300773,8.896903,8.454527,7.527237
8.438119,9.231217,7.767799,8.089279,8.68756,7.585889,6.693539
9.894558,21.651686,7.583886,7.888766,8.415814,7.505975,6.59755
9.595817,27.518498,8.838824,9.179404,9.804503,8.916092,7.499815
37.288939,54.888417,12.250215,12.884495,13.945704,13.047886,10.625212
25.257475,55.346527,15.810581,16.985561,18.704115,15.485154,12.428118
45.761367,63.315684,14.254912,15.280812,16.94082,16.741914,13.376755
35.881249,38.645471,12.084769,12.587069,13.008326,18.065677,14.956166
40.562013,35.488062,12.288452,12.705872,13.076126,19.143893,15.945777
28.743465,22.554483,12.672009,13.091309,13.732733,20.021419,17.100386
26.672462,25.9361,12.311076,12.725316,13.37024,20.633556,17.75061
24.428799,18.252231,12.608951,13.050871,14.06147,20.815531,17.950784
24.499034,27.828304,13.983092,14.475972,15.764285,20.543107,17.808751
20.983559,30.114808,16.311668,16.953448,18.375266,21.043477,18.137466
33.690808,43.625648,21.677314,22.742874,21.728235,23.228548,20.031422
41.749513,56.842554,29.040944,30.801884,26.581917,28.548533,23.852235
56.220329,59.694853,33.997545,36.265045,32.584053,32.991914,27.29841
67.153089,67.234065,34.822159,36.911419,37.563825,34.818663,29.412721
59.894233,49.731946,31.120662,32.783702,37.105712,33.232304,29.041577
60.725877,50.249357,26.350854,27.908814,30.365286,29.342924,25.836545
38.736862,32.764457,20.503011,21.716911,22.781328,24.651371,20.346019
27.158187,30.72593,15.853711,16.746751,18.04975,15.53474,13.462472
17.338732,21.079793,10.780054,11.307374,12.549658,11.581185,10.515496
13.146213,14.866494,8.714621,9.102861,9.940705,9.771889,8.878346
12.450669,11.496648,7.913526,8.240526,8.819445,8.411494,7.47683
9.402425,19.765436,7.718616,8.040096,8.622395,7.529331,6.627144
9.15309,23.796966,7.505198,7.810078,8.32852,7.440809,6.531155
28.032481,41.695333,8.559949,8.900529,9.482337,8.860763,7.449403
24.574206,52.258729,11.885527,12.519807,13.554944,12.970427,10.552669
35.010034,54.774218,15.037126,16.212106,18.186431,15.205047,12.165226
43.520123,58.377565,13.463301,14.489201,16.190507,16.353614,13.117081
36.221156,34.770562,11.01696,11.51926,12.054064,17.451838,14.26534
38.886396,47.880298,11.573464,11.990884,12.515192,18.286108,15.160567
28.821969,29.565457,11.857683,12.276983,12.900876,19.066035,16.108081
35.315883,29.767416,12.134225,12.548465,12.83473,19.89481,16.978776
23.684377,22.004828,12.16581,12.60773,13.652613,20.052091,17.010926
28.725405,25.032737,13.019816,13.512696,14.364707,20.114579,17.549154
22.668991,26.278279,13.428075,14.069855,14.836917,20.77921,17.717838
29.068306,30.200988,16.292091,17.357651,17.238354,22.031361,18.987139
26.453643,34.405418,21.961429,23.722369,21.654409,25.588252,21.604243
30.177642,38.240417,26.840156,29.107656,27.724923,28.104748,22.972933
29.521689,38.417794,29.236256,31.325516,31.906613,28.485951,23.160268
27.72475,34.483462,28.028106,29.691146,31.38346,26.808891,21.716759
25.581129,34.196313,24.897351,26.455311,27.460568,23.460265,18.967001
18.818486,23.592267,20.07392,21.28782,22.366992,20.438129,16.366751
16.552727,23.852745,15.569705,16.462745,17.703035,13.794681,12.000362
11.551423,14.733877,10.654648,11.181968,12.289007,11.147178,10.043372
12.411105,16.511053,8.670362,9.058602,9.822681,9.459601,8.527946
11.917654,11.960726,7.913526,8.240526,8.819445,8.229533,7.307165
9.97225,11.935492,7.718616,8.040096,8.622395,7.470319,6.582885
9.74615,19.581846,7.505198,7.810078,8.32852,7.440809,6.531155
9.607232,15.708833,8.559949,8.900529,9.482337,8.860763,7.449403
26.353677,37.246929,11.885527,12.519807,13.554944,12.970427,10.552669
17.680186,27.339858,15.037126,16.212106,18.186431,15.205047,12.165226
27.877304,34.793588,13.871629,14.897529,16.700917,16.353614,13.117081
21.914523,15.385475,11.323206,11.825506,12.462392,17.451838,14.26534
27.998916,19.264652,12.043122,12.460542,12.209047,18.694436,15.568895
20.514327,19.935798,11.980242,12.399542,12.962206,19.474363,16.210163
24.425464,20.777771,11.741928,12.156168,13.313961,19.95614,17.346352
22.567393,17.659776,11.779668,12.221588,13.198986,20.317585,17.562189
22.621411,17.530323,12.319306,12.812186,13.81934,20.06928,17.218086
19.12585,14.800117,13.192299,13.834079,14.590034,20.203125,17.282979
18.709175,18.347457,16.011887,17.077447,16.698474,21.539562,18.354114
22.515222,24.588476,22.280472,24.041412,22.061543,25.206399,21.188226
22.305404,29.908064,27.071108,29.338608,27.988431,27.801487,22.703836
30.709779,38.821477,29.852893,31.942153,31.906613,28.78278,23.44599
26.100399,37.632484,28.292379,29.955419,31.647733,27.116827,21.771529
28.658248,34.441182,25.161624,26.719584,28.165296,23.724538,19.495547
22.437928,27.006369,20.07392,21.28782,22.366992,20.878584,16.895297
16.814115,17.882986,15.569705,16.462745,17.703035,14.147045,12.264635
13.337783,13.472827,10.654648,11.181968,12.289007,11.147178,10.043372
10.64392,9.054238,8.670362,9.058602,9.822681,9.459601,8.527946
9.602391,8.198978,7.913526,8.240526,8.819445,8.229533,7.307165
7.475906,7.963376,7.718616,8.040096,8.622395,7.470319,6.582885
7.349242,13.088016,7.505198,7.810078,8.32852,7.440809,6.531155
8.325802,12.263253,8.559949,8.900529,9.482337,8.860763,7.449403
14.807037,26.533754,11.885527,12.519807,13.554944,12.970427,10.552669
16.624522,23.730069,15.037126,16.212106,18.186431,15.205047,12.165226
18.193731,31.002224,13.463301,14.489201,16.190507,16.353614,13.117081
20.608767,25.554136,11.01696,11.51926,12.054064,17.451838,14.26534
20.306841,35.287354,11.328548,11.745968,12.209047,18.286108,15.160567
41.043761,43.635315,11.673996,12.093296,12.65596,19.066035,16.108081
30.562224,47.20859,11.435682,11.849922,12.497305,19.649894,16.73386
45.448498,40.50297,11.779668,12.221588,13.198986,19.807175,16.949697
37.224115,38.624708,12.319306,12.812186,13.81934,19.660952,16.91184
35.262823,23.052013,13.192299,13.834079,14.590034,20.203125,17.282979
28.953472,32.039211,16.011887,17.077447,16.698474,21.539562,18.354114
24.828454,31.201318,21.928108,23.689048,21.621088,25.206399,21.188226
26.69163,36.963305,26.806835,29.074335,27.636067,27.801487,22.703836
28.279669,41.30243,29.236256,31.325516,31.906613,28.430416,23.093626
26.044319,34.225856,28.028106,29.691146,31.38346,26.764463,21.683438
25.492176,34.435949,24.897351,26.455311,27.460568,23.460265,18.967001
18.763765,21.419596,20.07392,21.28782,22.366992,20.438129,16.366751
14.524023,16.507549,15.569705,16.462745,17.703035,13.794681,12.000362
10.635122,11.180432,10.654648,11.181968,12.289007,11.147178,10.043372
11.708027,9.054238,8.670362,9.058602,9.822681,9.459601,8.527946
9.109913,8.198978,7.913526,8.240526,8.819445,8.229533,7.307165
9.94675,7.963376,7.718616,8.040096,8.622395,7.470319,6.582885
8.6611,10.019292,7.505198,7.810078,8.32852,7.440809,6.531155
9.663491,11.513044,8.732353,9.072933,9.697842,8.860763,7.449403
13.780239,24.260828,12.782054,13.416334,14.686378,12.970427,10.552669
16.482436,34.93696,17.057519,18.232499,20.38274,15.377451,12.33763
23.445193,41.078575,15.792697,16.818597,17.463078,17.293242,13.927406
37.306066,41.860939,13.7224,14.2247,12.97429,19.491633,15.85902
30.31659,32.60048,12.761417,13.178837,14.600946,20.220299,16.855826
37.949478,28.097938,12.531447,12.950747,14.942496,21.05492,19.103122
29.633452,14.166245,11.435682,11.849922,12.497305,21.846203,19.02418
27.396476,12.39587,11.779668,12.221588,13.198986,20.950443,17.807148
17.272897,14.118642,12.319306,12.812186,13.81934,19.660952,16.91184
17.513576,14.129253,13.192299,13.834079,14.590034,20.203125,17.282979
18.109351,18.889573,16.011887,17.077447,16.698474,21.539562,18.354114
22.492795,23.81206,21.928108,23.689048,21.621088,25.206399,21.188226
22.3025,30.185011,26.806835,29.074335,27.636067,27.801487,22.703836
25.064839,33.352219,29.236256,31.325516,31.906613,28.430416,23.093626
24.146927,35.229306,28.028106,29.691146,31.38346,26.764463,21.683438
25.258698,31.348196,24.897351,26.455311,27.460568,23.460265,18.967001
17.609314,28.065599,20.07392,21.28782,22.366992,20.438129,16.366751
17.449575,21.971556,15.569705,16.462745,17.703035,13.794681,12.000362
12.500768,16.686112,10.654648,11.181968,12.289007,11.147178,10.043372
12.832531,17.784821,8.670362,9.058602,9.822681,9.459601,8.527946
11.688931,12.28365,7.913526,8.240526,8.819445,8.229533,7.307165
9.353365,16.531863,7.718616,8.040096,8.622395,7.470319,6.582885
9.527053,9.114474,7.505198,7.810078,8.32852,7.440809,6.531155
9.330904,11.082778,8.559949,8.900529,9.482337,8.860763,7.449403
12.541941,19.874469,12.085607,12.719887,13.805044,12.970427,10.552669
13.036866,35.256498,15.187186,16.362166,18.386511,15.205047,12.165226
29.429291,42.812692,13.813441,14.839341,16.190507,16.553694,13.317161
37.49992,51.53228,11.16702,11.66932,12.204124,17.651918,14.31536
37.036574,40.919256,11.478608,11.896028,12.609207,18.436168,15.460687
41.72947,36.255542,11.673996,12.093296,12.65596,19.316135,16.408201
33.821704,16.294728,11.435682,11.849922,12.497305,19.849974,16.88392
26.209195,15.924002,11.779668,12.221588,13.198986,19.807175,16.949697
17.812933,18.56017,12.319306,12.812186,13.81934,19.660952,16.91184
19.970025,20.441925,13.192299,13.834079,14.590034,20.203125,17.282979
19.367226,26.176197,16.011887,17.077447,16.698474,21.539562,18.354114
25.249651,33.330204,21.928108,23.689048,21.621088,25.206399,21.188226
26.743461,41.232979,26.806835,29.074335,27.636067,27.801487,22.703836
32.071789,46.06308,29.236256,31.325516,31.906613,28.430416,23.093626
28.834901,44.155737,28.028106,29.691146,31.38346,26.764463,21.683438
29.19098,35.488743,24.897351,26.455311,27.460568,23.460265,18.967001
20.716648,24.518519,20.098508,21.312408,22.397727,20.438129,16.366751
17.354303,19.037849,15.602902,16.495942,17.746068,13.794681,12.000362
11.461404,14.244235,10.71858,11.2459,12.316058,11.171766,10.06796
11.709212,11.872877,8.726923,9.115163,9.857108,9.498945,8.548849
9.518383,9.440865,7.973773,8.300773,8.896903,8.272566,7.357572
8.792866,9.977043,7.767799,8.089279,8.68756,7.526877,6.64928
7.526607,7.741069,7.583886,7.888766,8.415814,7.505975,6.59755
8.503525,8.801402,8.705028,9.045608,9.637258,8.916092,7.499815
11.76969,13.952174,12.149868,12.784148,13.811908,13.047886,10.625212
13.498046,24.146,15.471138,16.646118,18.57249,15.351358,12.294322
16.927464,24.789987,14.07559,15.10149,16.735173,16.608118,13.343306
20.735559,31.335538,11.800147,12.302447,12.740734,17.86003,14.650172
23.3529,27.406385,12.209477,12.626897,12.997151,18.871348,15.718758
24.030368,29.934527,12.593034,13.012334,13.522133,19.808648,16.842089
24.466041,18.541539,12.311076,12.725316,13.37024,20.501931,17.59266
22.17712,16.156604,12.608951,13.050871,14.06147,20.710231,17.871809
22.179154,14.925134,13.072368,13.565248,14.62588,20.543107,17.808751
19.261259,16.158838,13.917693,14.559473,15.325877,21.043477,18.137466
21.322017,20.533784,16.69118,17.75674,17.380843,22.317824,19.120698
22.103748,29.201253,22.593874,24.354814,22.304681,25.926877,21.913622
25.769697,32.313297,27.449244,29.716744,28.291386,28.488771,23.395423
26.784961,39.273464,29.878049,31.967309,32.560085,29.099871,23.764925
26.928274,36.596743,28.647771,30.310811,31.996361,27.413019,22.331379
26.252447,34.401203,25.459839,27.017799,27.989246,24.104517,19.607564
23.269419,37.890331,22.265843,23.479743,24.984868,21.057178,16.982113
15.733316,26.256633,17.190591,18.083631,19.831027,14.34672,12.571457
26.622397,37.175985,13.885913,14.413233,12.576709,13.344017,12.278328
15.894004,17.318119,10.074865,10.463105,11.278815,11.549477,9.33381
23.054253,20.987008,9.277456,9.604456,12.373391,9.75821,10.134603
13.958672,8.007643,7.767799,8.089279,8.68756,9.758694,9.300905
16.509953,9.691258,7.583886,7.888766,8.415814,9.244219,7.901233
8.691115,16.787136,8.705028,9.045608,9.637258,8.916092,7.499815
15.184024,21.816048,12.149868,12.784148,13.811908,13.047886,10.625212
17.721292,34.775646,15.471138,16.646118,18.57249,15.351358,12.294322
21.51479,26.866711,14.07559,15.10149,16.735173,16.608118,13.343306
21.269602,24.485341,11.800147,12.302447,12.740734,17.86003,14.650172
22.354189,15.673664,12.209477,12.626897,12.997151,18.871348,15.718758
20.414688,15.885265,12.593034,13.012334,13.522133,19.808648,16.842089
19.473695,15.985507,12.311076,12.725316,13.37024,20.501931,17.59266
20.904673,16.432677,12.608951,13.050871,14.06147,20.710231,17.871809
19.087425,16.401143,13.072368,13.565248,14.62588,20.543107,17.808751
20.810612,30.753511,13.917693,14.559473,15.325877,21.043477,18.137466
21.208349,30.490204,16.69118,17.75674,17.380843,22.317824,19.120698
45.792772,55.968927,22.593874,24.354814,22.304681,25.926877,21.913622
31.082109,46.397016,27.449244,29.716744,28.291386,28.488771,23.395423
47.300777,54.387782,29.878049,31.967309,32.560085,29.099871,23.764925
35.880197,34.483632,28.647771,30.310811,31.996361,27.413019,22.331379
34.126409,28.336483,25.459839,27.017799,27.989246,24.104517,19.607564
19.956208,26.021445,20.503011,21.716911,22.781328,21.057178,16.982113
14.133343,18.586201,15.853711,16.746751,18.04975,14.34672,12.571457
13.614355,14.266582,10.817742,11.345062,12.596768,11.581185,10.515496
11.04455,9.126763,8.742887,9.131127,9.978393,9.771889,8.878346
9.925903,8.283776,7.97948,8.30648,8.819445,8.449182,7.514518
7.865096,7.991642,7.746882,8.068362,8.650661,7.567019,6.636566
7.684585,8.86308,7.533464,7.838344,8.403896,7.469075,6.587687
8.660658,9.427785,8.559949,8.900529,9.482337,8.907873,7.505935
11.958808,15.263261,11.885527,12.519807,13.554944,13.008115,10.580935
15.932193,17.918286,15.037126,16.212106,18.186431,15.205047,12.165226
15.30809,17.003665,13.463301,14.489201,16.190507,16.353614,13.117081
17.84454,14.376184,11.01696,11.51926,12.054064,17.451838,14.26534
17.331757,13.800392,11.599,12.01642,12.547112,18.286108,15.160567
20.761628,20.06203,12.035755,12.455055,13.125062,19.066035,16.108081
21.794881,16.295651,12.028163,12.442403,12.656225,19.920346,17.004312
21.638251,20.190756,12.260617,12.702537,13.401825,20.236547,17.17623
22.409215,14.26341,12.641335,13.134215,14.479434,20.022711,17.357248
23.226879,16.575359,13.311489,13.953269,14.907874,20.66038,17.927037
21.11531,20.588895,16.011887,17.077447,16.698474,22.008664,18.795333
22.771673,39.314187,21.928108,23.689048,21.621088,25.365319,21.307416
33.09897,45.054726,26.806835,29.074335,27.636067,27.801487,22.703836
37.874005,64.836945,29.236256,31.325516,31.906613,28.430416,23.093626
36.878393,50.142517,28.028106,29.691146,31.38346,26.764463,21.683438
37.449013,48.280523,24.897351,26.455311,27.460568,23.460265,18.967001
29.692472,24.918105,20.07392,21.28782,22.366992,20.438129,16.366751
18.671314,18.00691,15.569705,16.462745,17.703035,13.794681,12.000362
12.955573,13.679367,10.654648,11.181968,12.289007,11.147178,10.043372
10.479717,9.054238,8.670362,9.058602,9.822681,9.459601,8.527946
9.465356,8.198978,7.913526,8.240526,8.819445,8.229533,7.307165
7.54184,9.144788,7.718616,8.040096,8.622395,7.470319,6.582885
9.798614,8.440524,7.505198,7.810078,8.32852,7.440809,6.531155
9.214665,11.396481,8.559949,8.900529,9.482337,8.860763,7.449403
13.997305,14.868152,11.885527,12.519807,13.554944,12.970427,10.552669
14.478433,28.414452,15.037126,16.212106,18.186431,15.205047,12.165226
15.402541,34.168944,13.463301,14.489201,16.190507,16.353614,13.117081
33.063624,40.641353,11.01696,11.51926,12.054064,17.451838,14.26534
34.293972,53.965389,11.55304,11.97046,12.489662,18.286108,15.160567
38.726542,55.532029,11.842365,12.261665,12.880452,19.066035,16.108081
55.692297,54.556307,11.828543,12.242783,12.497305,19.874386,16.958352
51.242796,50.195139,11.948037,12.389957,13.367355,20.031667,17.00582
44.985676,39.640621,12.487675,12.980555,14.268324,19.829321,17.248578
38.963355,36.766793,13.192299,13.834079,14.590034,20.48374,17.619717
36.147432,22.772405,16.168051,17.233611,16.893679,21.764054,18.522483
27.487679,24.777441,22.045231,23.806171,21.777252,25.206399,21.188226
26.896328,34.317078,27.080122,29.347622,27.636067,27.957651,22.86
24.979627,31.588763,29.353379,31.442639,32.023736,28.58658,23.132667
27.01128,32.578219,28.145229,29.808269,31.695788,26.881586,21.917684
23.028838,26.560349,24.897351,26.455311,27.460568,23.65547,19.201247
18.331649,21.419596,20.07392,21.28782,22.366992,20.594293,16.483874
12.524692,17.688376,15.569705,16.462745,17.703035,13.794681,12.000362
10.434727,11.96765,10.654648,11.181968,12.289007,11.147178,10.043372
9.069562,11.809501,8.670362,9.058602,9.822681,9.459601,8.527946
7.994899,9.379805,7.913526,8.240526,8.819445,8.229533,7.307165
9.597234,9.931421,7.718616,8.040096,8.622395,7.470319,6.582885
7.91804,10.186254,7.505198,7.810078,8.32852,7.440809,6.531155
